Date,Route,Rating,Commitment,Route Type,Area,Aid Rating,Notes,Pitches,GPS,Style,Lead Style,Length
2020-05-16,Head Jam,5.6,,Trad,Moore's Central Wall,,,1,"36.39764, -80.28578",Lead,Redpoint,110
2020-05-16,Sentinel Buttress,5.5,,Trad,Sentinel Buttress,,,2,"36.3973, -80.2861",Lead,Onsight,200
2020-05-10,Blue Chock,5.10b,,Trad,Moore's Central Wall,,Two falls,1,"36.39764, -80.28578",Follow,,150
2020-05-10,Head Jam,5.6,,Trad,Moore's Central Wall,,,1,"36.39764, -80.28578",Lead,Onsight,110
2020-05-10,Nuclear Crayon,5.10d,PG13,Trad,The Moore's Amphitheater,,Clean follow,1,"36.39993, -80.28257",Follow,,120
2020-05-10,Quaker State,5.11a,,Trad,The Moore's Amphitheater,,Clean follow,1,"36.39993, -80.28257",Follow,,100
2020-05-10,Do or Dive,5.10a,,Trad,The Moore's Amphitheater,,One fall at the crux,1,"36.39993, -80.28257",Follow,,100
2020-05-10,Easy Hard,5.5,,Trad,Moore's Central Wall,,First lead at Moores!,1,"36.39764, -80.28578",Lead,Onsight,120
2020-03-21,Back to the Front,5.9,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",Follow,,100
2020-03-21,High Test,5.9+,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",TR,,120
2020-03-21,Spock's Brain,5.11a,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",TR,,80
2020-03-21,Spock's Brain,5.11a,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",TR,,80
2020-03-21,Alcoa Presents,5.8,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",TR,,50
2020-03-21,Conn's East Direct,5.8,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",TR,,80
2020-03-21,Prune,5.7,,Trad,Seneca Rocks,,,2,"38.833800, -79.366300",Follow,,320
2020-03-20,The Warlock,5.9+,,Trad,Seneca Rocks,,,1,"38.833800, -79.366300",TR,,50
2020-03-20,Discrepancy,5.8,,"Trad, TR",Seneca Rocks,,,1,"38.833800, -79.366300",TR,,55
2020-03-14,Blind Prophet Lite,5.11b,PG13,Sport,Pilot Mountain,,"Had to jug past the roof move, so it doesn&#39;t really count :(",1,"36.340200, -80.480780",Follow,,50
2020-03-14,Man Overboard,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480781",Lead,Pinkpoint,70
2020-03-14,Smooth Sailing (aka Lloyd Would Have Liked It),5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480782",Lead,Redpoint,80
2020-03-14,Hot Yoga,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480783",Lead,Onsight,50
2020-03-14,KMA,5.8,,TR,Pilot Mountain,,,1,"36.340200, -80.480784",TR,,60
2020-03-14,Place Your Bet,5.7,,TR,Pilot Mountain,,Did not use the arete on the left at the top,1,"36.340200, -80.480785",TR,,50
2020-03-14,Chicken Bone,5.8,,"Trad, Sport, TR",Pilot Mountain,,First TR solo,1,"36.340200, -80.480786",TR,,90
2020-02-15,Grandpa's Belay,5.6,,"Trad, TR",Pilot Mountain,,,1,"36.340200, -80.480787",Lead,Redpoint,50
2020-02-15,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480788",Lead,Fell/Hung,60
2020-02-15,Pilot Error (chicken bone right),5.8,,"Sport, TR",Pilot Mountain,,,1,"36.340200, -80.480789",TR,,90
2020-02-15,Vegomatic,5.7+,,TR,Pilot Mountain,,,1,"36.340200, -80.480790",Lead,Redpoint,90
2020-02-01,Devil in the White House,5.10c,,Sport,Pilot Mountain,,"Straight up the middle variation, the hardest one IMO. No falls though",1,"36.340200, -80.480791",TR,,60
2020-02-01,Devil in the White House,5.10c,,Sport,Pilot Mountain,,"Right variation. Super easy, albeit a little pumpy",1,"36.340200, -80.480792",Lead,Redpoint,60
2020-02-01,Henar Lite,5.10c,,Sport,Pilot Mountain,,"Felt super desperate in September, found a high-ish left foot on a chip makes the crux move easy",1,"36.340200, -80.480793",Lead,Pinkpoint,
2020-02-01,Grandpa's Belay,5.6,,"Trad, TR",Pilot Mountain,,"First climbers to the crag, found booty quad anchor ",1,"36.340200, -80.480794",TR,,50
2019-12-27,Vegomatic,5.7+,,TR,Pilot Mountain,,First trad lead! Felt great :),1,"36.340200, -80.480795",Lead,Redpoint,90
2019-12-27,Pilot Error (chicken bone right),5.8,,"Sport, TR",Pilot Mountain,,,1,"36.340200, -80.480796",Lead,Onsight,90
2019-12-27,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480797",Lead,Redpoint,60
2019-12-27,Black Rain,5.9,,Sport,Pilot Mountain,,,1,"36.340200, -80.480798",Lead,Onsight,80
2019-12-27,Pole Dancing,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480799",Lead,Redpoint,60
2019-12-26,Iced Tee,5.8+,,"Sport, TR",The Trestle,,,1,"36.16644, -78.44528",Lead,Fell/Hung,60
2019-12-26,Tee Ball,5.6,,"Sport, TR",The Trestle,,"Mock led, lots of bomber gear, mostly nuts & tricams",1,"36.16644, -78.44528",TR,,60
2019-11-09,Bullistics,5.10b,,Sport,Rocky Face,,,1,"35.9631, -81.12044",TR,,40
2019-11-09,Hidden-mite short,5.9+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",TR,,45
2019-11-09,Sunny Day,5.8,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Flash,50
2019-11-09,Blast in Black,5.9+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Flash,50
2019-11-09,Black Hole,5.10d,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Redpoint,50
2019-11-09,Black Hole,5.10d,,Sport,Rocky Face,,,1,"35.9631, -81.12044",TR,,50
2019-11-09,Flight Time,5.7+,,Sport,Rocky Face,,,1,"35.9631, -81.12044",Lead,Flash,
2019-11-03,U Slot,5.7,PG13,Trad,Stone Mountain,,,1,"36.3916, -81.0473",Follow,,140
2019-11-03,The Great Arch,5.5,,Trad,Stone Mountain,,,3,"36.3916, -81.0473",Follow,,400
2019-10-04,Goldilocks,5.5,,TR,Pilot Mountain,,,1,"36.340200, -80.480780",TR,,50
2019-10-04,Pole Dancing,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480781",TR,,60
2019-10-04,Pole Dancing,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480782",Lead,Redpoint,60
2019-10-04,Mild Mannered Secretary,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480783",TR,,50
2019-09-27,Henar Lite,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480784",Lead,Fell/Hung,
2019-09-27,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480785",Lead,Fell/Hung,60
2019-09-27,Crackin' Up,5.7,,Trad,Pilot Mountain,,,1,"36.340200, -80.480786",TR,,50
2019-09-20,Pump Street,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480787",Lead,Onsight,65
2019-09-20,Vegomatic,5.7+,,TR,Pilot Mountain,,,1,"36.340200, -80.480788",TR,,90
2019-09-20,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480789",TR,,60
2019-09-20,Mild Mannered Secretary,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480790",Lead,Onsight,50
2019-09-20,Henar Lite,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480791",Lead,Fell/Hung,
2019-09-07,Smooth Sailing (aka Lloyd Would Have Liked It),5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480792",Lead,Fell/Hung,80
2019-09-07,Eurozone,5.10a,,Sport,Pilot Mountain,,,1,"36.340200, -80.480793",TR,,55
2019-09-07,Man Overboard,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480794",Lead,Fell/Hung,70
2019-09-07,The Herculean Test,5.10d,,"Trad, Sport",Pilot Mountain,,,1,"36.340200, -80.480795",Lead,Pinkpoint,
2019-09-07,Erocktica,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480796",Lead,Fell/Hung,50
2019-09-07,Grandpa's Belay,5.6,,"Trad, TR",Pilot Mountain,,,1,"36.340200, -80.480797",TR,,50
2019-08-30,The Herculean Test,5.10d,,"Trad, Sport",Pilot Mountain,,,1,"36.340200, -80.480798",TR,,
2019-08-30,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480799",Lead,Pinkpoint,60
2019-07-31,Chicken Bone,5.8,,"Trad, Sport, TR",Pilot Mountain,,,1,"36.340200, -80.480800",Lead,Onsight,90
2019-07-31,Devil in the White House,5.10c,,Sport,Pilot Mountain,,,1,"36.340200, -80.480801",TR,,60
2019-07-27,The Kessel Run,V3,,Boulder,Moore's Wall Bouldering,,,1,"36.39965, -80.29077",Send,,
2019-07-01,Boone Lounge,V3,,Boulder,Moore’s Wall Bouldering,,,1,"36.39965, -80.29077",Send,,10
2019-07-01,What's In A Name,V3,,Boulder,Moore’s Wall Bouldering,,,1,"36.39965, -80.29077",Flash,,
2019-07-01,Admiral Aretebar,V2,,Boulder,Moore's Wall Bouldering,,,1,"36.39965, -80.29077",Send,,10
2019-07-01,V3PO,V3,,Boulder,Moore's Wall Bouldering,,,1,"36.39965, -80.29077",Send,,10
2019-07-01,The Taoist,V1,,Boulder,Moore’s Wall Bouldering,,,1,"36.39965, -80.29077",Send,,10
2019-07-01,Oh-V1-Kenobi,V1,,Boulder,Moore’s Wall Bouldering,,,1,"36.39965, -80.29077",Flash,,
2019-07-01,It's A Trap,V1+,,Boulder,Moore's Wall Bouldering,,,1,"36.39965, -80.29077",Send,,10
2019-06-15,Gentle Ben,5.10a,,"Sport, TR",Pilot Mountain,,,1,"36.340200, -80.480780",Follow,,
2019-06-15,Pole Dancing,5.7,,Sport,Pilot Mountain,,,1,"36.340200, -80.480780",Lead,Fell/Hung,60
2019-06-15,Baby Bear,5.11a,,TR,Pilot Mountain,,on sight,1,"36.340200, -80.480780",TR,,
